company,ticker,title,body,date,replies
G-III Apparel Group Ltd.,GIII,Is G-III still in business,I do not see them any more in the news - G-III used to be hot what's going on now?,2016-10-13,0
GATX Corp.,GMT,GATX closing locations and lay-off 10/2015,Co-worker told me a friend of his works at GATX. Said GATX is closing locations in serveral states and termination significant numbers of jobs both salary and hourly. October 2015.,2015-10-19,3
GFI Group Inc.,GFIG,Now guess what's coming - 30% drop in profits = at least 30% workforce gone: Inter-dealer broker GFI (GFIG.O) posted a 30% drop in 2nd...,"Now guess what's coming - 30% drop in profits = at least 30% workforce gone: Inter-dealer broker GFI (GFIG.O) posted a 30% drop in 2nd quarter profit, mainly due to a drop in brokerage revenue. ""Capital commitment to the market by a number of dealers...
read more",2009-07-30,0
GMX Resources Inc.,GMXR,Chapter 11 Filing,GMX - so long. Things did not pan out well and a ton of debt is never a good thing.,2015-01-11,1
GNC,GNC,GNC Layoffs 2019,What's your prediction as it relates to the possibility of GNC Layoffs in 2019?,2018-10-30,1
GNC,GNC,It's getting tougher,"I hope they will not be cutting any more, but things are not going well. Folks are buying more online and this is putting pressure on everyone at GNC.",2018-07-10,0
GNC,GNC,GNC closing 200 stores,"In news that surprises exactly nobody working at GNC, the company has announced it will close 200 stores this year. To be honest, with the kind of debt we are carrying, I'm more surprised the number is not significantly higher than 200. Anybody knows...
read more",2018-04-27,0
GNC,GNC,On the way to bankruptcy,"It looks like we are in for a rough year. GNC is on the list of retail companies most likely to announce bankruptcy in 2018. We are in ""good"" company with Sears and Neiman Marcus...
read more",2017-12-29,2
GNC,GNC,GNC Layoffs 2018,I need (and you need) to better understand if job cuts and layoffs will be happening this year in Pittsburgh.,2017-10-15,0
GOL Linhas Aereas Inteligentes S.A.,GOL,GOL Linhas Aereas Inteligentes Layoffs 2018,"Just relax, focus on work, focus on delivering things, stay positive stay productive - making things happen and you will be safe from layoffs anywhere, especially here in Sao Paulo.",2017-10-15,0
GOL Linhas Aereas Inteligentes S.A.,GOL,GOL Linhas Aereas Inteligentes Layoffs 2017,Rumors here? Updates here? I want to know what executives are planning here in Sao Paulo.,2016-11-23,0
GOL Linhas Aereas Inteligentes S.A.,GOL,"GOL is really good, do not worry about layoffs","Expanding and growing, but Brazil has problems, Sao Paulo is hard city - no layoffs",2016-03-01,0
GSI Commerce Inc.,GSIC,"""anonymous (anonymous), Sunday 1/20/13 6:56 PM"" - I was laid off on 1/10 - are you from KOP too?","""anonymous (anonymous), Sunday 1/20/13 6:56 PM"" - I was laid off on 1/10 - are you from KOP too?",2013-01-21,0
GSI Commerce Inc.,GSIC,"Of the 200 people being laid off, many positions will be replaced with Offshore resources","Of the 200 people being laid off, many positions will be replaced with Offshore resources. Sad day for the American worker.",2013-01-20,0
GSI Commerce Inc.,GSIC,200 people were laid off in King of Prussia on Jan 10 2013.,200 people were laid off in King of Prussia on Jan 10 2013.,2013-01-20,0
GSI Commerce Inc.,GSIC,Is this board for GSI that got acquired by EBAY? Many layoffs here...,Is this board for GSI that got acquired by EBAY? Many layoffs here...,2013-01-20,0
GTT Communications Inc.,GTT,Offer not good enough,"The VSP simply is not good enough to get the wanted numbers. People with Under 26 years basically don't have pensions so they only get a little over a year salary so it is worth staying and the risk. Prizes offer a VSP that pays 3 weeks for every...
read more",2018-10-19,0
GTT Communications Inc.,GTT,Yet another GTT merger (Hibernia Networks) leads to yet more layoffs,"GTT has a long history of acquisition (Megapath, Unsi, Packet Exchange) and the latest is Hibernia Networks. As ever, the acquisition is followed by a brutal round of layoffs affecting all areas of the business. The ever increasing customer base is...
read more",2017-03-13,0
GTx Inc.,GTXI,Is there any news on layoffs?,Is there any news on layoffs?,2009-12-05,0
Gaiam Inc.,GAIA,Gaiam Jobs,"Do you hire right now and if yes, what kind of skills you need.",2014-07-23,0
Gallery of History Inc.,HIST,"The company should be renamed to ""the gallery is history"" - yes, i have been laid off but soon all of you will be too...","The company should be renamed to ""the gallery is history"" - yes, i have been laid off but soon all of you will be too...",2009-05-23,0
GameStop Corp.,GME,GameStop Layoffs 2019,Will there be any GameStop Layoffs in 2019?,2018-10-30,0
GameStop Corp.,GME,Layoffs after the buyout,"Well this s---s. I've just heard that GameStop is seriously considering an option of a buyout from a private equity firm. That means that we are looking at huge, huge layoffs once the buyout is completed. I'm yet to hear of a situation that involved...
read more",2018-06-20,0
GameStop Corp.,GME,GameStop Layoffs 2018,"When will things improve, are they, I am still hearing about layoffs in Grapevine.",2017-10-15,1
GameStop Corp.,GME,80 stores closing,80 slower tech brand stores closing soon,2017-01-24,1
GameStop Corp.,GME,GameStop Layoffs 2017,"Things can be better, improved and stellar, especially, sure sure, because I hear that we might have job reductions and layoffs in Grapevine.",2016-11-23,1
GameStop Corp.,GME,More stores coming,Spring mobile buying out a major Texas based ATT retailer. 400+ stores coming to Spring,2016-07-14,1
GameStop Corp.,GME,"Layoffs at GameStop - District Managers, Loss Prevention Managers, Region Managers",Things are not going well - many layoffs,2016-01-21,3
GameStop Corp.,GME,GameStop Layoffs 2016,What is the likelihood of GameStop layoffs in Grapevine in 2016? Please let me know if you have any information.,2015-11-05,3
GameStop Corp.,GME,List of GameStop Stores Closing in 2015,Does someone has a comprehensive list of stores that will be closing this year?,2015-03-08,1
GameStop Corp.,GME,Things are not getting better,"Now everything can be downloaded, who will need game stop. I do like browsing GameStop shops though, I will miss that but I think you had layoffs and store closures in 2014 and that you will continue to do so in 2015. I wish you all the best because...
read more",2014-07-22,1
GameStop Corp.,GME,test,test,2013-08-20,0
GameStop Corp.,GME,"What do you think, once merger with EB completes are we going to see mass layoffs and store closings?","What do you think, once merger with EB completes are we going to see mass layoffs and store closings?",2013-01-31,0
GameStop Corp.,GME,I some stores are closing here on the West Coast - I used to work for Blockbuster as a store clerk - do you think that I might be able to...,"I some stores are closing here on the West Coast - I used to work for Blockbuster as a store clerk - do you think that I might be able to land a job with Game Stop? I surely do hope so that Game Stop pays more than minimum wage that Blockbuster was...
read more",2013-01-28,0
Gander Mountain Co.,GMTN,People working in remaining stores not laid off after all,"Some good news after all. Those Gander Mountain stores that will remain open under the new owner (such as Onalaska) will retain its employees, despite already sending out layoff notices. The stores will be renamed to Gander Outdoors and will continue...
read more",2017-07-05,0
Gander Mountain Co.,GMTN,Any updates on store closures for Gander Mountain (Feb and March 2017),I hear it's all over. Chapter 11 means store remain open. What do you hear.,2017-02-21,0
Gander Mountain Co.,GMTN,Gander Mountain Layoffs 2017 - the company will file for bankruptcy in February or March 2017,"There is a ton of rumors about Gander Mountain filing for bankruptcy in February or March 2017. This was initially reported by Reuters but Milwaukee Wisconsin Journal Sentinel reported on it as well. Things went bad for Cabela's and now Gander...
read more",2017-02-13,0
Gander Mountain Co.,GMTN,Performance based layoffs are ongoing at GM,Performance based layoffs are ongoing at GM,2011-07-05,0
Gannett Co. Inc.,GCI,"2019 gannett layoff in lafayette, la","what are the updates on 2019 gannett layoff in lafayette, la",2019-02-05,0
Gannett Co. Inc.,GCI,Pick your poison,Would you rather be laid off by the dying Gannett or the dying Digital First?,2019-02-04,0
Gannett Co. Inc.,GCI,awakening,"unfortunately, only old people read the paper today. Young folks don't even want free copies. One has to at some time look in the mirror and say I blew it. So sad, but expected. Papers are one-sided and so unfair; they just print unsupported...
read more",2019-02-02,0
Gannett Co. Inc.,GCI,SICKENING,"These layoffs are f---ing nauseating! And they'll keep happening as long as Google & Facebook s--- up 85% of the digital ad market!! It's SICKENING how these companies rode their b---s--- abt community & freedom of information to a duopoly that kills...
read more",2019-01-30,0
Gannett Co. Inc.,GCI,The Post Crescent,"Any layoffs at The Post Crescent in Appleton, WI, or other Wisconsin holdings? Does anyone have info on this? Someone asked this on another thread, I was wandering the same.",2019-01-25,3
Gannett Co. Inc.,GCI,A Brutal Day,https://www.poynter.org/business-work/2019/gannett-lays-off-journalists-across-the-country/,2019-01-25,0
Gannett Co. Inc.,GCI,Outsourced to India starting March 2019,"Multiple IT departments were outsourced to India starting March 2019. Fortunately doesn't affect many people at onsite Gannett locations that deal with troubleshooting and is more of a corporate IT, programmer, networking outsource.",2019-01-24,0
Gannett Co. Inc.,GCI,Layoffs at Gannett this week,Are the layoffs coming Jan 4? I heard by end of week. Have there been any layoffs today? I haven't heard of any so far. Does this mean we'll have layoffs next week?,2019-01-04,1
Gannett Co. Inc.,GCI,Gannett Layoffs 2019,Post any information about potential or actual Gannett Layoffs in 2019?,2018-10-30,6
Gannett Co. Inc.,GCI,Luisville Massive Layoffs,https://www.bizjournals.com/louisville/news/2018/09/28/gannett-laying-off-70-plus-employees-in-louisville.html,2018-10-08,0
Gannett Co. Inc.,GCI,Here they go again,"Bought ReachLocal (a company whose reputation we used to trash when they were our competitors), installed their execs in Gannett and let them start running the show. Karen Ferguson leaves to spend more time with her family. Reorg then put on hold...
read more",2018-06-26,1
Gannett Co. Inc.,GCI,Everything changes on a whim,"I don’t know why priorities and initiatives keep changing at Gannett. I understand the print industry is decaying and that we must look towards upward mobility however it doesn’t help when we are changing directions just for the sake of change...
read more",2018-01-03,0
Gannett Co. Inc.,GCI,Fear is the driving force,"I left Gannett because I wanted to be part of a company where the environment isn’t heavily laced with fear of losing your job. With all the downsizing it was difficult to focus on tasks at hand especially when sales and marketing became the overall...
read more",2017-12-28,0
Gannett Co. Inc.,GCI,Gannett Layoffs 2018,"If you look at things carefully, use your brain, you may notice that many folks are leaving and there are rumors about layoffs in McLean.",2017-10-15,1
Gannett Co. Inc.,GCI,1% of the workforce Laid Off by Gannett (September 2017),Things are getting uglier and uglier... http://www.nashvillescene.com/news/pith-in-the-wind/article/20976155/gannett-cuts-one-percent-of-workforce-lays-off-tennessee-journalists,2017-09-20,1
Gannett Co. Inc.,GCI,More layoffs hit Gannett last week,"More people were laid off last week, I don't have an exact number, but this wave seems to me much smaller than the last one. Hopefully, this will not be followed up by more layoffs, I think we've had more than enough of them lately. If anybody has...
read more",2017-09-09,0
Gannett Co. Inc.,GCI,Dallas Morning News Layoffs - Jobs Outsourced to Gannett,https://www.dallasnews.com/business/the-dallas-morning-news/2017/08/04/dallas-morning-news-parent-contracts-gannett-produce-print-digital-ads,2017-08-09,0
Gannett Co. Inc.,GCI,"More Gannett Layoffs, 88 in Nashville","Gannett seems to be on a roll lately with layoffs - 88 more people will be let go in Nashville as the studio there closes. No news as of yet on whether any more sites will be impacted in this round...
read more",2017-08-04,0
Gannett Co. Inc.,GCI,Job Cuts - Gannett / Binghamton,"More cuts, as reported today: Dozens of employees are affected by job cuts at Gannett in Binghamton. A report filed with the New York State Department of Labor says the media company is laying off 31 workers from their Lewis Road location in October...
read more",2017-07-17,0
Gannett Co. Inc.,GCI,Any updates on planned layoffs for McLean for Q2 and Q3 2017,"Just checking in here - there was no layoff activity news lately, please share any Gannett info you may have.",2017-05-16,2
Gannett Co. Inc.,GCI,Commercial appeal Memphis.,Layoffs in Memphis today. 30 people,2017-03-28,2
Gannett Co. Inc.,GCI,Donald Trump and Gannett,How will Gannett be influenced by the new Trump administration? Here's one sign: https://www.linkedin.com/pulse/educational-corruption-devos-devolution-dahn-shaulis?published=u,2016-12-01,0
Gannett Co. Inc.,GCI,Gannett Layoffs 2017,I started with the company (like it) this year and I already hear that we may have redundancies and job cuts in McLean.,2016-11-23,1
Gannett Co. Inc.,GCI,More job cuts are coming in 2017 for Gennett,"2% cut, does not sound as much but it's a big hit - we'll see what 2017 brings. Source: http://www.usatoday.com/story/money/2016/10/24/gannett-reduce-workforce-2-help-manage-costs/92673912/ The cutbacks come as other media companies take similar...
read more",2016-10-25,2
Gannett Co. Inc.,GCI,Gannett Tribune Merger Layoffs,"I am sure there will be plenty of layoffs. Dickey has said he will cut $67 million from Gannett's budget by the end of 2016. What will happen to those who did not take the voluntary buyouts offered in 2015? Look for more Gannett buildings to meet the...
read more",2016-04-26,0
Gannett Co. Inc.,GCI,Gannett Layoffs 2016,What is the likelihood of Gannett layoffs in McLean in 2016? Please let me know if you have any information.,2015-11-05,4
Gannett Co. Inc.,GCI,Gannett Layoffs - Experiences,"I wasn't laid off but took a buyout after working 19 years; this meant receiving a pension and 18 paychecks, from late December '08 to early May '09. After the last check I wrote on Jim's Blog. I didn't drink the Kool Aid of the 5th floor Brand...
read more",2015-10-06,2
Gannett Co. Inc.,GCI,Some USCP sites are making cuts,no body text,2015-10-06,0
Gannett Co. Inc.,GCI,Is this a joke? How come now we are talking about layoffs in McLean?,-,2015-08-03,0
Gannett Co. Inc.,GCI,2104 job cuts at gannett,do you know how much we are planning to cut this year. i hope 2014 will be better from the rif perspective,2014-03-03,1
Gannett Co. Inc.,GCI,Unfortunately my experiences were pretty negative,"Unfortunately my experiences were pretty negative. I was guaranteed in contract and writing three months commissions, I only received one after two months of work before being terminated. The services on the products Republic Media/The Arizona...
read more",2013-03-02,0
Gannett Co. Inc.,GCI,I have a quick question regarding Gannett's Vacation or PTO time,"I have a quick question regarding Gannett's Vacation or PTO time. It'd be great if someone would be able to let me know what's the official vacation time policy at Gannett? I am interested in applying for a job but vacation is very important to me...
read more",2013-03-02,0
Gannett Co. Inc.,GCI,"288 folks nixed at Gannett - sad, sad, sad:Gannett has told all 288 staff at The Journal News, in the Westchester area of New...","288 folks nixed at Gannett - sad, sad, sad:Gannett has told all 288 staff at The Journal News, in the Westchester area of New York, that they will need to reapply for their jobs. The paper is cutting 70 jobs with 50 going in the newsroom and 20 in...
read more",2009-08-19,0
Gap Inc.,GPS,and the LAYOFFS continue.,and the LAYOFFS continue.,2019-02-01,0
Gap Inc.,GPS,Long-Term Investment? Short?,"Show of hands. How many of you are holding onto this stock as an investment choice with either short or long-term yields? How has the stock been performing for you lately? Missing expectations from quarter-to-quarter? Underperforming same-store-sales...
read more",2019-01-23,0
Gap Inc.,GPS,Gap and Gap Kids at Colonie Center near Albany closing,"I'm trying to figure out if this is a part of the announced major closing wave or if this is something separate. Anybody knows? The Gap stores in Colonie Center will close next month with 'store closing' signs going up later this week, according to...
read more",2018-12-07,0
Gap Inc.,GPS,Hundreds of GAP stores closing,"In case somebody missed it, looks like the leadership is getting ready to close hundreds of stores sometime soon. Great news to give us for holidays, really great. It'd be really nice to know if there is a way to know ahead if a store is affected...
read more",2018-11-22,2
Gap Inc.,GPS,Gap Layoffs 2019,This thread is for info about potential Gap Layoffs in 2019 or any other relevant information?,2018-10-30,3
Gap Inc.,GPS,GAP is hiring,"Locations: Albuquerque, NM; Fresno, CA; Gallatin, TN; Grove City, OH; New York, NY; San Bruno, CA; San Francisco, CA; Orland Park, IL; Albertville, MN; Portland, OR, Los Angeles, CA Positions: Assistant Manager, Lost Prevention Agent, Stock...
read more",2018-10-05,0
Gap Inc.,GPS,Here it comes!,This is gonna be bad.,2018-08-14,0
Gap Inc.,GPS,Mixed results = layoffs,"Just wondering if anybody else is worried that mixed first quarter results and a significant drops in Gap's shares will bring on more layoffs? Or even more closings in the near future?...
read more",2018-05-25,0
Gap Inc.,GPS,Gap Factory Store in ST. Cloud closing,"Anybody knows if we can expect more of these any time soon? I have to admit I'm worried. The Gap Factory Store at 3959 Second St. S will be closing this summer, according to a local store lead...
read more",2018-05-08,0
Gap Inc.,GPS,Gap Layoffs 2018,"How many times will our folks trust executives, there will be layoffs do not trust them, especially if you are in San Francisco.",2017-10-15,0
Gap Inc.,GPS,LAID OFF: Lower (grade 4) and Upper Level (grade 12) Leadership in Stores,"The company just laid off lower (grade 4) & upper level (grade 12) leadership in stores (kept GM's) and are replacing them with all part time leaders paying well below what they used to. They are low balling the impacted leaders with positions. Once...
read more",2017-09-08,5
Gap Inc.,GPS,It’s our time to pay the piper,"200 stores closing, sales numbers continue to slide – today Gap has less investment, less capital, less hours, where do I stop? 2018 will be a bad year for us as customer preferences changes and the folks who sit in the Ivory Tower in San Francisco...
read more",2017-09-08,1
Gap Inc.,GPS,Gap closing 200 Gap and Banana Republic stores,"This will cost a lot of good people their jobs. Still no news on which stores are being shuttered. While they are closing 200 Gap and Banana Republic stores, they are planing to open 270 new Old Navy and Athleta locations. This is small comfort to us...
read more",2017-09-06,1
Gap Inc.,GPS,Gap Restructure,"Don't know how Gap has kept this out of the news, but Mid July they elminated positions in every store. The positions of Assistant GM and All Lead positions were cut. This is at least three positions if not more for every store. They are replaced...
read more",2017-08-10,2
Gap Inc.,GPS,The problem with the company is in the description...,"It says that in Feb of 2014 the company was capitalized at 16B. Go ahead. Click the stock app on your phone and check GPS. The company has lost 42% of its valuation in 3 years. Perhaps you should continue this growth pattern and invest in MCI...
read more",2017-03-25,0
Gap Inc.,GPS,WARN Notice Filed -200+ to be laid off in San Francisco,"216 workers in San Francisco will be cut. WARN notices have been filed with the state of California. Not the first time, nobody is surprised and nobody is making any fuss about it. People are just fine with it, it's acceptable and no big deal any...
read more",2017-03-01,1
Gap Inc.,GPS,THIS COMPANY IS STRONG,no body text,2017-02-09,1
Gap Inc.,GPS,Gap Layoffs 2017,"Is this really happening, hearing many rumors about layoffs in San Francisco.",2016-11-22,9
Gap Inc.,GPS,Art Peck is still at the helm?,"Same-store-sales numbers month after month exhibit systemic failure. No clear direction on regaining consumer confidence. Style and quality are still issues. Employee morale is in an abyss. The stench of human sadness emanates from every corner of...
read more",2016-09-02,7
Gap Inc.,GPS,Art Peck cleaning house,My boss just got the laid off and I am being re-org'd. So far IT department being impacted. 20+ impacted so far.,2016-07-20,7
Gap Inc.,GPS,Gap internal - Executive pink slips,Rumor has it that EVP Sol Goldfarb got the axe....can anyone confirm?,2016-05-23,0
Gap Inc.,GPS,Sales for January 2016 were down 8 percent,Negative 6 percent versus negative 9 percent last year,2016-02-09,0
Gap Inc.,GPS,Gap Layoffs 2016,What is the likelihood of Gap layoffs in San Francisco in 2016? Please let me know if you have any information.,2015-11-05,1
Gap Inc.,GPS,GAP Stores Closing,"Does someone have a list of the GAP stores that will be closing in 2016 and 2017. I've read somehwere that the list was leaked and I was wandering if folks on this site might have the list. Alternatively if you have a list of BR or ON stores that...
read more",2015-10-27,4
Gap Inc.,GPS,firing vs layoffs,Looks like GAP in San Antonio is firing employees on trumped up loss prevention charges to avoid the costs of lay offs. Is this happening anywhere else?,2015-08-04,0
Gap Inc.,GPS,GID All hands,"I just left a GID all hands...and lots of ""innovation"" ideas being thrown around to ""win"". Uniqlo and H&M specifically mentioned as ""benchmark"" companies. I'm sorry but GAP is too big of a beast and too disconnected to compete in in this market! Good...
read more",2015-07-16,0
Gap Inc.,GPS,Starting from top down...,"CIO just announced that head of Global Logistics has decided "" to further his career outside GAP"".",2015-06-30,2
Gap Inc.,GPS,Does anyone know which GAP stores have been targeted for closures or layoffs?,no body text,2015-06-24,1
Gap Inc.,GPS,At no cost to the GAP or its employees,"We want to assist all of The GAP employees by offering help With EDD UI application, Covered CA subsidized health services, Keep your Home CA and Transitional services to new employment. At no cost to the GAP or its employees. Funded by US Department...
read more",2015-06-24,0
Gap Inc.,GPS,The GAP Layoffs 2015,June 2015 Layoffs - anyone knows what groups and levels will be hit the most?,2015-06-17,4
Gap Inc.,GPS,Distribution Center Finance Layoffs,"Does anyone know if Distribution Center Finance folks will be affected with the cuts. If yes, do you know how many people will be let go and if The GAP will continue to lay off people after the first round of layoffs is completed. I went through...
read more",2015-06-17,1
Gap Inc.,GPS,June 2015 Layoffs at the GAP,"This is just the first wave, to stay competitive we’ll have to cut ever more. All of us in Corporate will have to adjust and accept our new reality, the years of growth are gone. IT will be on the chopping block all the time, they are compensate the...
read more",2015-06-16,3
Gap Inc.,GPS,All of IT to move to Pleasanton,"...just heard that all of IT will be moving out of SF and into Pleasanton offices. I'm already hearing a number of people accepting job offers at Ross, and Target. Low morale, no focus, low confidence in management, and the only thing strategic going...
read more",2015-05-09,3
Gap Inc.,GPS,Banana Republic and Old Navy Layoffs,I think both are closing stores,2014-07-23,2
Gap Inc.,GPS,IT Job cuts planned for Q3,I heard that the Gap is getting ready to do yet another reorganization in the IT group,2014-02-24,3
Gap Inc.,GPS,Ups and downs,you are never safe here,2013-12-03,0
Gap Inc.,GPS,It's never safe at GAP - things change every month and things change constantly,"It's never safe at GAP - things change every month and things change constantly. I really liked working here when I started almost 10 years ago, there was growth, there was a ton of positions that were opening internally, limitless opportunities...
read more",2013-02-13,0
Gap Inc.,GPS,Possible layoffs if the Gap is acquired: http://www.assetaction.com/finance/retail-industry/the-gap-inc-to-be-acquired/,Possible layoffs if the Gap is acquired: http://www.assetaction.com/finance/retail-industry/the-gap-inc-to-be-acquired/,2011-08-05,0
Garda World Security Corporation,GW,Garda has over 60K employees now,"The way I see things, we'll need more security in the future - so, this is good for us at Garda",2017-10-26,1
Gardner Denver,GDI,Job cuts in 2016?,"I left a few years ago but I heard that there may be layoffs. If yes, good luck. I liked the company and people.",2016-06-15,0
Garmin Ltd.,GRMN,Garmin Layoffs 2019,Post any information about potential or actual Garmin Layoffs in 2019?,2018-10-30,0
Garmin Ltd.,GRMN,Garmin Layoffs 2018,I wanted to ask you all present here - if you heard about any possible layoffs in Schaffhausen.,2017-10-15,0
Garmin Ltd.,GRMN,Garmin Layoffs 2017,"I know that people are concerned - don’t be - but I heard from someone pretty high up in our corporate office that they planned layoffs but that plan was abandoned, so we are safe here in Schaffhausen.",2016-11-23,1
Garmin Ltd.,GRMN,Olathe layoffs in 2016,Do you have any updates on this - how likely is that we'll be having layoffs in 2016?,2016-01-13,0
Gartner Inc.,IT,Great company and great opportunities,"Gartner is doing really well lately, I think our executive vision is really good and Gartner typically executes very well. Sometimes we are slow in changing things, or we get almost paralyzed when it comes to decision making but again, we execute...
read more",2015-11-15,1
GateHouse Media Inc.,GHS,Columbus dispatch,The Columbus dispatch is going to lay off 30 Pressman within the next 90 days Mail room layoffs also just don’t have the numbers,2018-06-27,0
GateHouse Media Inc.,GHS,Layoffs are happening June 2017,But nobody is brave enough to share this. The media is not covering it.,2017-06-22,1
GateHouse Media Inc.,GHS,"take a look see at Stroudsburg paper, that's all U need to know about these folks",no body text,2016-11-21,0
GateHouse Media Inc.,GHS,GateHouse Media Redundancies,Why no posts here - I hear there are layoffs at GateHouse Media,2016-07-28,1
GateHouse Media Inc.,GHS,"GHM - Used to be a great company, now it's not","We will see what happens next but you cannot expect much except layoffs and job cuts for Gatehouse Media. I left in 2014 and it's still bad but I wish all the best for all folks who are still there. I hope things turn around and that the management...
read more",2016-07-27,0
GateHouse Media Inc.,GHS,2015 Layoffs at Gatehouse Media,"Thins are getting worse and worse, nobody likes working here, in my opinion. Get out if you can, that's my advice",2015-03-10,2
GateHouse Media Inc.,GHS,Liberty Group Publishing - 2014 Problems and Layoffs,"November 26, 2013 - the date we emerged from BK",2014-07-24,1
GateHouse Media Inc.,GHS,going down,bad situation,2013-11-13,1
Gaylord Entertainment Co.,GET,"Gaylord Entertainment will next week lay off more than 1,700 workers at its Opryland Resort & Convention Center complex","Gaylord Entertainment will next week lay off more than 1,700 workers at its Opryland Resort & Convention Center complex",2010-06-20,0
Gemstar-TV Guide International Inc.,GMST,TV Guide - Layoffs 2014,Any news about layoffs? I know that many people think that we'll have rough end of the year and that 2015 will be even worse but I see some hope as a few things we are developing here in IT might help everyone.,2014-07-24,0
Genentech Inc.,DNA,New lay-off at SSF,Heard new layoffs last week in research. Anyone knows details?,2019-03-02,0
Genentech Inc.,DNA,"Layoffs in Dixon Facility (Dixon, CA)","~20 regular full-time employees (blue badge) -one supervisor -They are laying off 6 more people at the end of October (they were notified during the layoffs) They claimed that they didn't know it was going to happen until the day before, but they...
read more",2018-09-22,3
Genentech Inc.,DNA,200+ Laid Off,no body text,2018-08-16,2
Genentech Inc.,DNA,Genentech 2018 layoffs,Were the 90 positions all in South San Francisco?,2018-07-30,1
Genentech Inc.,DNA,Layoffs 2018,Marketing was hit with a 15% reduction. Production was hit with 90 employee reduction. What other groups are being impacted?,2018-07-27,2
Genentech Inc.,DNA,leadership with zero experience,"i really wish this company would understand that if somebody is a good technical person they will not automatically make a good manager... people who are placed in leadership positions usually have absolutely no experience leading... so instead of...
read more",2017-11-21,0
Genentech Inc.,DNA,Genentech Vacaville Layoffs,"200 Genentech people lost jobs, yet everyone is silent. Why is this?",2017-11-18,1
Genentech Inc.,DNA,Management lottery,"It seems that depending on your luck, you can either end up with an amazing management team when you start working at Genetech or you can walk into an already established bad situation with managers who are determined to micro-manage every move you...
read more",2017-11-16,2
Genentech Inc.,DNA,Exodus of talented people,"Anybody else noticed how many talented people have decided to leave Genentech lately? Our turnover is higher than ever... I can understand them, way too much infighting and backstabbing going on here lately... It's one thing to foster...
read more",2017-11-07,1
Genentech Inc.,DNA,"Make sure you don't speak up, or face the consequences","I used to love working at Genentech. In some ways I still do, but that mostly has to do with good benefits. The rest has gone downhill, and it looks like it will proceed in that direction. Our processes are getting more outdated by the day, but...
read more",2017-11-06,0
Genentech Inc.,DNA,November 1 layoffs at Genetech,"Peeps here in Vacaville feel something is going to happen soon. We were thinking November 1st. Heard maybe 100 people thanks to the Blueprint and LPS. Saw this in the old thread ( @PBVAV6g-memm ), was wondering if anybody had more info on this?...
read more",2017-10-30,5
Genentech Inc.,DNA,Genentech Layoff 2017,Waiting by the phone. Looks like Nov 10 the shoe will fall for many in BioOnc Too many sales people and too many managers.,2017-10-05,19
Generac Holdings Inc.,GNRC,2016 Layoffs at Generac Power Systems,Anyone has more updates here on 2016 job cuts,2016-04-10,0
General Cable Corp.,BGC,General Cable Layoffs 2019,Post any information about potential or actual General Cable Layoffs in 2019?,2018-10-30,0
General Cable Corp.,BGC,Mid level sales layoffs,Mid level sales managers layoffs started. 20% of sales staff is being terminated.,2018-08-21,0
General Cable Corp.,BGC,General Cable Layoffs Updates,"Please post any updates you have in this thread. Hard to get real info, please share here...",2018-04-23,0
General Cable Corp.,BGC,Redundancies with Prysmian's Acquisition,"Prysmian spent $3 billion dollars to make money - a lot of it. They will go after redundancies and will try to squeeze as much profit as possible. If you've been with General Cable long enough you'll know that resources are expensive, especially...
read more",2018-03-19,2
General Cable Corp.,BGC,Plants / Corp Issues,"I have no info on layoffs but I can tell you that there is a certain level of nepotism here at General Cable - the executives should look into this as it hurts company culture and talented employees leave as they are not treated based on merit. For...
read more",2017-11-08,0
General Cable Corp.,BGC,I am not aware of any layoffs in last 12 months,Things happened in the past. I hope all is good going forward.,2017-10-15,0
General Cable Corp.,BGC,General Cable Layoffs 2018,I need to escape from here now that many folks are talking about potential layoffs in Highland Heights.,2017-10-15,0
General Cable Corp.,BGC,General Cable Layoffs 2017,"How about some humility on the executive level, now that they are talking about layoffs and major job cuts in corporate in Highland Heights.",2016-11-23,0
General Cable Corp.,BGC,General Cable Layoffs 2016,What is the likelihood of General Cable layoffs in Highland Heights in 2016? Please let me know if you have any information.,2015-11-05,0
General Cable Corp.,BGC,Some minor layoffs in admin,Some minor layoffs in admin,2013-10-18,0
General Communication Inc.,GNCMA,GC Layoffs in 2014 and 2015,"Nothing more to add here, but it's being planned",2014-07-22,0
General Dynamics Corp.,GD,GDIT Layoff Updates,Please share what you know.,2018-11-08,1
General Dynamics Corp.,GD,General Dynamics London,GD London has asked if anyone wants to take a voluntary buy out package yet again. Rumour on the floor is they are looking for 50 by mid November and 350 by the year end. Not looking too good at the moment.,2018-11-08,0
General Dynamics Corp.,GD,Contractor layoffs in AZ,I heard that GD is laying off all contractors in Arizona this week. 😳😳,2018-11-05,1
General Dynamics Corp.,GD,Stability for now,GD sometimes lays off but they take care of people,2018-10-30,0
General Dynamics Corp.,GD,General Dynamics Layoffs 2019,Share any updates you may have about General Dynamics Layoffs in 2019 or beyond?,2018-10-30,0
General Dynamics Corp.,GD,More layoffs in London,"This time General Dynamics is hitting salaried employees, which let's be honest, was to be expected. Around forty people are affected by the latest cuts in London. This is the second layoffs round in as many months. I just hope this does not become a...
read more",2018-10-26,0
