ticker,title,text,source_name,date,sentiment,news_url
CVS,3 Top Healthcare Stocks to Buy in March,Find out why our Motley Fool contributors called out these three businesses as top opportunities right now.,The Motley Fool,"Sat, 16 Mar 2019 10:36:30 -0400",Positive,https://www.fool.com/investing/2019/03/16/3-top-healthcare-stocks-to-buy-in-march.aspx?source=iedfolrf0000001
CVS,Stock Market News: CVS to Head for Washington,The overall mood in the market looked good Wednesday morning.,The Motley Fool,"Wed, 13 Mar 2019 13:33:46 -0400",Positive,https://www.fool.com/investing/2019/03/13/stock-market-news-cvs-to-head-for-washington-chick.aspx?source=iedfolrf0000001
CVS,"Bernstein Out Bullish On CVS, Sees 40% Upside Potential For Stock","Bernstein is bullish on the prospects for CVS Health Corp, notwithstanding the headwinds facing pharmacy benefit managers, or PBMs, given the likelihood that the bulk of prescriptions may ultimately move online.",Benzinga,"Wed, 13 Mar 2019 10:32:31 -0400",Positive,http://feeds.benzinga.com/~r/benzinga/~3/pHip7JDEvn0/bernstein-out-bullish-on-cvs-sees-40-upside-potential-f
CVS,Theme 1: Jim Cramer Says That You Can Now Buy Retailers Again,Cramer's first theme identified the retail sector as the sleeper segment investors should expect to breakout in the coming months as headwinds that have slowed growth begin to dissipate.,The Street,"Wed, 27 Feb 2019 19:00:00 -0500",Positive,https://www.youtube.com/watch?v=nsi6djBtils
CVS,"Final Trades: Range Resources, Union Pacific, CVS, Boeing & United Continental","The ""Halftime Report"" traders give their top stocks to watch for the second half.",CNBC Television,"Mon, 25 Feb 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=COO_79Zs91k
CVS,Value investor Bill Nygren gets bullish on tech,"Oakmark Funds portfolio manager Bill Nygren joins ""Squawk Alley"" to discuss where he sees the markets heading and what he thinks are the top picks in some sectors.",CNBC Television,"Sun, 24 Feb 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=oTcUExSkRVg
CVS,"ICYMI: CVS' Long-Term Issues, Federal Reserve and more...","CVS could still be a great buy, even with its long-term issues.",The Street,"Tue, 19 Feb 2019 19:00:00 -0500",Neutral,https://www.thestreet.com/video/cvs-forward-multiple-federal-reserve-minutes-14872779
CVS,Behind the Counter: A History of CVS,Do you know the history behind your favorite drug store?,The Street,"Tue, 19 Feb 2019 19:00:00 -0500",Neutral,https://www.thestreet.com/video/behind-the-counter-history-of-cvs-14872716
CVS,CVS & the Health Care Sector,"Jonathan Corpina, senior managing partner at Meridian Equity Partners, talked to TheStreet about the impact that the trade headlines have on the markets and what he expects from the Federal Reserve's minutes, which will be released Wednesday, Feb. 20.",TheStreet: Investing Strategies,"Tue, 19 Feb 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=ZIi4BkN8gUs&t=193s
CVS,CVS shares slump as Omnicare seal hits 2019 forecast,"CVS Health Corp. warned on 2019 results as the company takes a $2.2 billion writedown on its 2015 takeover of pharmacy company Omnicare. Bloomberg's David Wilson reports on ""Bloomberg Markets.""",Bloomberg Markets and Finance,"Tue, 19 Feb 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=i6cpJ1JV-nc
CVS,"Final Trades: Abbott Labs, Gilead, Equinix & CVS","ABT, GILD, CVS, FINAL TRADES",CNBC Television,"Mon, 18 Feb 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=kC8-Po-XGBE
CVS,CVS unveils new Health Hub pilot store in Texas,"CNBC's Bertha Coombs reports from Spring, Texas, where CVS has unveiled their pilot store with a stronger emphasis on health care services and experts.",CNBC Television,"Tue, 12 Feb 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=pUd_1BwLteQ
CVS,"Ask Halftime on Biotech, REITs & a pharmacy stock","The ""Halftime Report"" traders answer viewer questions on Gilead, Store Capital and CVS",CNBC Television,"Mon, 21 Jan 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=tJ6YjpLPDpE
CVS,"Health care, retail, biotech & emerging markets in the blitz","The ""Halftime Report"" traders take investors through some of the day's biggest movers.",CNBC Television,"Thu, 17 Jan 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=e2frbUmE8hI
CVS,"Halftime Report on Cisco, Exact Sciences & CVS","The ""Halftime Report"" traders take viewer questions.",CNBC Television,"Wed, 16 Jan 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=KT-5b6W2jgQ
CVS,"Buy, sell or hold CVS? Ride with Ford or GM? Is diet season a slam dunk for Dunkin'? The viewers","The ""Halftime Report"" traders take viewer questions on CVS, Ford, Dunkin' and Microsoft.",CNBC Television,"Mon, 07 Jan 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=QmpPZOSrZsY
CVS,"We can become a health care destination, says CVS CEO Larry Merlo",CVS Health president Larry Merlo discusses CVS' acquisition of Aetna and what's next for the healthcare giant.,CNBC Television,"Wed, 28 Nov 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=lB2YEgZGY1s
CVS,"Final Trades: CVS, GM & more","The ""Fast Money"" traders share their final trades of the day, including CVS, General Motors, the XLU utilities ETF, and Valero.",CNBC Television,"Wed, 28 Nov 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=lrzN8RAYK1E
CVS,"Final trades: UnitedHealth, Microsoft, Ferrari, CVS & one tech ETF","The ""Halftime Report"" traders and Kevin O'Leary give their top stocks to watch for the second half.",CNBC Television,"Mon, 26 Nov 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=FtuRWSpi5bM
CVS,"Final Trades: CVS, Constellation Brands, Metlife & L Brands","The ""Halftime Report"" traders give their top stocks to watch for the second half.",CNBC Television,"Mon, 12 Nov 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=kPrfXbKzAtU
CVS,"Final Trades: CVS, Walmart, Bank of America, Citibank, Intel & US Bancorp","The ""Halftime Report"" traders discuss top stocks to watch for the second half from Joint Base McGuire-Dix-Lakehurst",CNBC Television,"Thu, 08 Nov 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=OG3wbW9jdqs
CVS,The future of the health-care industry,"Fred Hassan, former Shering-Plough CEO, and Bill George, former Medtronic CEO, join 'Squawk on the Street' to discuss the impact on health-care stocks after news that the sector was the top issue for midterm voters.",CNBC Television,"Wed, 07 Nov 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=U6rLgKKgeOE
CVS,Mixed Results for Undervalued CVS,Market´s update,"Morningstar, Inc.","Mon, 05 Nov 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=II9AI0mqL2Y
CVS,Consumers about to see CVS' vision for health care's future,The company expects its $69 billion acquisition of insurance company Aetna to close before Thanksgiving. CVS believes the combined companies will improve services and lower costs and they're about to roll out their vision of health care's future.,CNBC Television,"Mon, 05 Nov 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=VXOjUGX6RcA
CVS,CVS testing membership program to take on Amazon..PZZA buyers..,"The ""Squawk Box"" news team discusses some of the morning's most provocative headlines.",CNBC Television,"Tue, 30 Oct 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=YsxhuLNAInY
CVS,Earnings to buy: 4 picks,"The ""Fast Money"" traders give you 4 names to buy after a big earnings day in multiple sectors.",CNBC Television,"Wed, 24 Oct 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=Yjgvrln--4A
CVS,DOJ approves CVS and Aetna merger,CNBC's David Faber and Bertha Coombs report that the Department of Justice approved the merger with CVS and Aetna with some conditions.,CNBC Television,"Tue, 09 Oct 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=4fD6qTVDFDg
CVS,CVS: Underappreciated and Undervalued,"The CVS-Aetna merger deal is significant, creating a powerful new company in the healthcare services company.","Morningstar, Inc.","Tue, 02 Oct 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=OKSd93QkgxY
CVS,WellCare Health hits all-time high on Medicare Part D acquisition,CNBC's Bertha Coombs reports that shares of WellCare Health hit an all-time high today after news the company would be acquiring Aetna's Medicare Part D drug plan business.,CNBC Television,"Wed, 26 Sep 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=tZA0fML0OJE
CVS,IBM leads Dow higher,CNBC's Bertha Coombs reports on the energy sector and consumer stocks after the market open.,CNBC Television,"Tue, 25 Sep 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=ub44yQHZd6Y
CVS,Options traders say these four stocks set to move,What the options market says about these 4 big names.,CNBC Television,"Wed, 19 Sep 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=dzLvjiCFDow
CVS,"Bulls bet on this gaming stock. Plus, the trades on United Health, CVS & Schlumberger","""Halftime Report"" traders Jon and Pete Najarian spot unusual options activity in shares of Melco Crown, United Health, CVS & Schlumberger.",CNBC Television,"Tue, 21 Aug 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=RH4xTQOS-hg
XRX,"Xerox To Reorganize Under Holding Company, Improve Operations","Xerox (XRX) is eyeing strategic, operational and financial flexibility on the back of the latest move.",Zacks Investment Research,"Fri, 08 Mar 2019 21:26:29 -0500",Positive,http://www.zacks.com/stock/news/358284/xerox-to-reorganize-under-holding-company-improve-operations
XRX,Bright spots amid the tech wreck,"As most of the tech sector sells off with the overall market, CNBC's Frank Holland reports on which names are bucking the trend.",CNBC Television,"Thu, 25 Oct 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=RLE1jk9IRWY
LOW,Why Is Lowe's Up 3.1% Since Last Earnings Report?,Lowe's reported earnings 30 days ago. What's next for the stock?,Zacks Investment Research,"Fri, 29 Mar 2019 13:30:50 -0400",Positive,http://www.zacks.com/stock/news/366767/why-is-lowes-low-up-31-since-last-earnings-report
LOW,Home Depot or Lowe's? Time to #AskHalftime,"The ""Halftime Report"" traders take viewer questions on Home Depot.",CNBC Television,"Thu, 28 Mar 2019 13:16:34 -0400",Neutral,https://www.youtube.com/watch?v=xq9WPTeUDN4&t=0s
LOW,Top technician says these high-yielding stocks are about to break out,"How low will yields go? High-yield plays, with CNBC's Scott Wapner and the Fast Money traders, Pete Najarian, Tim Seymour, Dan Nathan and Guy Adami.",CNBC Television,"Wed, 27 Mar 2019 17:45:39 -0400",Positive,https://www.youtube.com/watch?v=r0nHK2wXkCE
LOW,5 Dividend Growth Stocks With Upside To Analyst Targets,"To become a ""Dividend Aristocrat,"" a dividend paying company must accomplish an incredible feat: consistently increase shareholder dividends every year for at least 20 consecutive years.",Forbes,"Mon, 11 Mar 2019 14:17:33 -0400",Positive,https://www.forbes.com/sites/etfchannel/2019/03/11/5-dividend-growth-stocks-with-upside-to-analyst-targets-39/
LOW,Lowe's Companies: Strong Cash Flow And 10%+ Return Potential,Lowe's Companies is a Dividend Champion with 56 consecutive years of dividend growth. Shares currently yield 1.90%.,Seeking Alpha,"Mon, 11 Mar 2019 10:24:52 -0400",Positive,https://seekingalpha.com/article/4247651-lowes-companies-strong-cash-flow-10-percent-return-potential?source=feed
LOW,Lowe's CEO Explains the Right Way to Be the Boss,The bold moves he made in his first few days on the job at the home improvement retailer illustrate a philosophy that other leaders would do well to emulate.,The Motley Fool,"Sat, 09 Mar 2019 20:36:45 -0500",Positive,https://www.fool.com/careers/2019/03/09/lowes-ceo-explains-the-right-way-to-be-the-boss.aspx?source=iedfolrf0000001
LOW,"Home Depot, Lowe's can withstand slowing Housing Market","Lower housing turnover is a headwind for the fairly-valued home improvement retailers, but we still expect the companies to maintain their market leadership positions.","Morningstar, Inc.","Thu, 28 Feb 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=lKsa97iwg-A
LOW,Pisani: Markets getting close to old highs,CNBC's Bob Pisani looks ahead at the day's market action.,CNBC Television,"Thu, 28 Feb 2019 19:00:00 -0500",Positive,https://www.youtube.com/watch?v=QKML6UQ-rmY
LOW,Retail is racking up big gains this week,"Should investors keep betting on the consumer? With CNBC's Bob Pisani and Melissa Lee, and the Fast Money traders, Pete Najarian, Tim Seymour, Steve Grasso and Guy Adami.",CNBC Television,"Tue, 26 Feb 2019 19:00:00 -0500",Positive,https://www.youtube.com/watch?v=aoTRFTt0dt8
LOW,"Consumer in good shape right now, says investment strategist","CNBC's ""Closing Bell"" team breaks down what's moving the markets with Lindsey Bell from CFRA Research and Rick Santelli at the CME in Chicago.",CNBC Television,"Tue, 26 Feb 2019 19:00:00 -0500",Positive,https://www.youtube.com/watch?v=NwgbTObYKTg
LOW,Jim Cramer: Retail dividends matter,"CNBC's ""Squawk on the Street"" break down the latest earnings reports from major retailers, including Home Depot, Best Buy, Lowe's, Dick's Sporting Goods, and TJX Companies.",CNBC Television,"Tue, 26 Feb 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=r_aY3ooS5dQ
LOW,"Lowe's can narrow its gap on Home Depot, retail analyst says","Joe Feldman, senior managing director at Telsey Advisory Group, joins ""Squawk Box"" to discuss the earnings reports from Best Buy, Lowe's and Home Depot. The conversation touches on why Best Buy is such a volatile stock, what to expect from the stocks through the rest of 2019 and how the retail stocks compare.",CNBC Television,"Tue, 26 Feb 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=rKWlDJPES7k
LOW,Here's how Lowe's earnings report compares to Home Depot,"Brian Nagel, senior equity analyst at Oppenheimer, sits down with ""Squawk Box"" to break down earnings report from home improvement store Lowe's as well as how the company did compared to its competitor Home Depot.",CNBC Television,"Tue, 26 Feb 2019 19:00:00 -0500",Positive,https://www.youtube.com/watch?v=_8aEGdLRr2M
LOW,"Home Depot earnings miss shows housing market slowing, says research analyst","Peter Keith of Piper Jaffray joins CNBC's ""Power Lunch"" to discuss why the firm has a hold rating on Home Depot's stock despite the company's earnings miss.",CNBC Television,"Mon, 25 Feb 2019 19:00:00 -0500",Negative,https://www.youtube.com/watch?v=rXGb6Ou0yzA
LOW,"Pisani: Major economic, political market worries waning",CNBC's Bob Pisani looks ahead at the day's market action.,CNBC Television,"Mon, 25 Feb 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=vEKrKCLwQAg
LOW,The retail ETFs to watch ahead of earnings,"Tim Seymour of Seymour Asset Management, and Kevin O'Leary, O'Shares ETFs chairman, join CNBC's Bob Pisani on 'The Edge' to discuss how they're playing retail ETFs ahead of a week of earnings.",CNBC Television,"Sun, 24 Feb 2019 19:00:00 -0500",Positive,https://www.youtube.com/watch?v=VtIHGLGMswk
LOW,What trade headlines mean for the Markets: Homebuilding market,"Tim Anderson, managing director at TJM Investments, weighed in on why investors should be cautious when it comes to headlines and the market's reaction to them.",TheStreet: Investing Strategies,"Thu, 21 Feb 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=2Sx9NTRxkAA&t=157s
LOW,"Trade around the homebuilders, says Nuveen's Stephanie Link",Stephanie Link of Nuveen on home sales.,CNBC Television,"Wed, 20 Feb 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=7w56jf2artg
LOW,Home remodeling in 2019 to lowest level in three years,"Diana Olick and Alvaro Lacaya, analyst on G-Research, break down the slowdown in home remodeling and what it means for housing stocks in 2019.",CNBC Television,"Wed, 23 Jan 2019 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=DjIdOO5RcRE
LOW,"Final Trades: LOW, MO & more",The Fast Money traders share their final trades of the day.,CNBC Television,"Tue, 18 Dec 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=7eej08DRelM
LOW,"Final Trades: LOW, MO & more","The ""Fast Money"" traders share their final trades of the day, including Lowe's, Altria Group, the XLU utilities ETF and Target.",CNBC Television,"Mon, 17 Dec 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=aZVp3mqFkPI
LOW,"Final trades: Apple, Twitter, Lowe's, American Airlines & Tech","The ""Halftime Report"" traders give their top stocks to watch for the second half.",CNBC Television,"Sun, 09 Dec 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=3EXKZq-tkhI
LOW,Time to buy Valero? What about emerging markets? The traders answer your questions,"The ""Halftime Report"" traders and Kevin O'Leary answer viewer questions.",CNBC Television,"Mon, 26 Nov 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=dV0Ne0WjRZM
LOW,Brick-and-mortar stores aren't dying: Former Saks CEO,Former Saks Chair and CEO Steve Sadove discusses how some stores are extending Black Friday sales to cover the entire weekend and why people go to brick-and-mortar stores.,Fox Business,"Thu, 22 Nov 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=5TtFwptKekQ
LOW,Retailers' high expectations for the holiday shopping season,National Retail Federation CEO Matt Shay on the outlook for the holiday shopping season.,Fox Business,"Tue, 20 Nov 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=IITYgdke2OY
LOW,"Lowe's has a lot of blocking and tackling to do, says Oppenheimer's Nagel",Brian Nagel of Oppenheimer and Company joins 'Squawk Box' to discuss Lowe's quarterly earnings.,CNBC Television,"Mon, 19 Nov 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=WOU8a3DsQgw
LOW,Buy Eli Lilly on the pullback? Why isn't Southwest taking flight? Your questions in #AskHalftime,"The ""Halftime Report"" traders answer viewer questions.",CNBC Television,"Mon, 05 Nov 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=w1TGvj_GhSw
LOW,"Lowe's to close 51 underperforming stores in U.S., Canada",Lowe's announced today it would be closing 51 stores in the U.S. and Canada. The closures are part of CEO Marvin Ellison's new restructuring plan.,CNBC Television,"Sun, 04 Nov 2018 19:00:00 -0500",Neutral,https://www.youtube.com/watch?v=0qrtbXioZLk
LOW,"Final Trades: LOW, M & more","The Fast Money traders share their final trades of the day, including Lowe's, Macy's, the XLU utilities ETF and Eli Lilly.",CNBC Television,"Mon, 29 Oct 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=pKBbIQVNLPI
LOW,Lowe's upgraded to buy at Citi,"The ""Halftime Report"" traders debate Citi's call that now is the time to buy Lowe's.",CNBC Television,"Mon, 22 Oct 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=Q_BIHIVFAdk
LOW,Retailers that may benefit from a Sears bankruptcy,FBN's Jeff Flock and Oppenheimer retail analyst Brian Nagel on how Sears filed for a Chapter 11 bankruptcy protection and which retailers may benefit from a Sears bankruptcy.,Fox Business,"Sun, 14 Oct 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=ZICFTHkYYCM
LOW,"Jim Cramer Breaks Down Home Depot, Lowe's and JC Penney","Jim Cramer takes a closer look at JC Penney, Real Money's stock of the day. JC Penney has been compared to Sears, which is expected to announce bankruptcy.",TheStreet: Investing Strategies,"Sun, 14 Oct 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=qKawsqeK_Tc
LOW,"Final trades: Lowe's, Costco, Kohl's & Energy","The ""Halftime Report"" traders give their top stocks to watch for the second half.",CNBC Television,"Wed, 03 Oct 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=QduQ8ULP-Po
LOW,Bulls bank on financials and this home improvement retailer,"""Halftime Report"" trader Pete Najarian spots bullish call buying in Financial ETF (XLF) and Lowe's.",CNBC Television,"Wed, 03 Oct 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=YHuSDfZ2Qsw
LOW,Does Lowe's have more room to run? Is Microsoft a buy? The traders answer your questions,"The ""Halftime Report"" traders take viewer questions",CNBC Television,"Tue, 18 Sep 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=y6hHdx9DPDM
LOW,Hurricane Florence: The market winners and losers,Rosecliff Capital's Michael Murphy and Circle Square Investments' Jeff Sica on the market and economic impact from Hurricane Florence.,Fox Business,"Thu, 13 Sep 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=AjXSeHv2HkI
LOW,Lowe's helps coastal residents prepare for Hurricane Florence,"Jennifer Thayer, Lowe's vice president of store operations, discusses how the company has shipped hurricane supplies to help people prepare for Hurricane Florence.",Fox Business,"Wed, 12 Sep 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=g92o9jY3pB0
LOW,How retailers prep for hurricane weather,CNBC's Courtney Reagan reports on which retailers are feeling the biggest hurricane impact.,CNBC Television,"Mon, 10 Sep 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=8q_KyKstZ-Y
LOW,Here are companies feeling hurricane fears,CNBC's Dominic Chu reports on home improvement and retail companies impacted by the looming hurricane.,CNBC Television,"Mon, 10 Sep 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=B7iaQ2ZdEFE
LOW,Will the retail sector make a comeback?,"Kadina Group President Gary B. Smith and MaxFunds.com co-founder Jonas Max Ferris discuss the stock market's historic bull run, the retail sector and NFL ratings.",Fox Business,"Thu, 23 Aug 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=7rTQvWIGNFw
LOW,"Final trades: Twilio, Microsoft, Qualcomm & Lowe's","The ""Halftime Report"" traders give their top stocks to watch for the second half.",CNBC Television,"Wed, 22 Aug 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=4PmeQZtF4uA
LOW,"Traffic remains best metric to look at in retail, says analyst",Retail analysts Matthew McClintock of Barclays and Kate McShane of Citi disucuss quarterly earnings for Target and what it means for the retail sector.,CNBC Television,"Tue, 21 Aug 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=DNfw84gDVz0
LOW,"Jim Cramer on Target, Lowe's, Toll Brothers and Tariffs","heStreet's founder and Action Alerts PLUS Portfolio Manager Jim Cramer weighs in on Wednesday's trending stocks from the floor of the New York Stock Exchange including Target, Lowe's, Toll Brother's, and tariffs.",ZacksInvestmentNews,"Tue, 21 Aug 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=tO1OQ_l2Yog
LOW,S&P has not had win streak of 5 or more days since February,CNBC's Bob Pisani looks ahead at the day's market action.,CNBC Television,"Tue, 21 Aug 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=xblsrjvG5k0
LOW,Alibaba and 4 Other Top Earnings Charts for the Week,These are the charts that everyone will be watching this week.,ZacksInvestmentNews,"Mon, 20 Aug 2018 20:00:00 -0400",Neutral,https://www.youtube.com/watch?v=RDJp8S_E3GI
