ticker,company_id,currency,fyear,indicatorId,indicatorName,period,period_end_date,value
XRX,378247,USD,2018.0,2-82,Equity before minorities,TTM,2018-09-30,5402000000
XRX,378247,USD,2018.0,2-83,Minority Interest,TTM,2018-09-30,34000000
XRX,378247,USD,2018.0,2-84,Total Equity,TTM,2018-09-30,5436000000
XRX,378247,USD,2018.0,3-2,Depreciation & Amortisation,TTM,2018-09-30,526000000
XRX,378247,USD,2018.0,3-7,Change in Working Capital,TTM,2018-09-30,-334000000
XRX,378247,USD,2018.0,3-13,Operating Cash Flow,TTM,2018-09-30,766000000
XRX,378247,USD,2018.0,3-14,Net Change in PP&E & Intangibles,TTM,2018-09-30,-56000000
XRX,378247,USD,2018.0,3-31,Investing Cash Flow,TTM,2018-09-30,-19000000
XRX,378247,USD,2018.0,3-32,Dividends paid,TTM,2018-09-30,-272000000
XRX,378247,USD,2018.0,3-43,Financing Cash Flow,TTM,2018-09-30,-1370000000
XRX,378247,USD,2018.0,3-46,Net Change in Cash,TTM,2018-09-30,-645000000
XRX,378247,,nan,4-11,Market Capitalisation,TTM,,7620280970
XRX,378247,,nan,4-10,EBITDA,TTM,,1524000000
XRX,378247,,nan,4-6,Total Debt,TTM,,5225000000
XRX,378247,,nan,4-25,Free Cash Flow,TTM,,470000000
XRX,378247,,nan,4-0,Gross Margin,TTM,,0.41040
XRX,378247,,nan,4-1,Operating Margin,TTM,,0.09940
XRX,378247,,nan,4-2,Net Profit Margin,TTM,,0.00700
XRX,378247,,nan,4-7,Return on Equity,TTM,,0.01290
XRX,378247,,nan,4-9,Return on Assets,TTM,,0.00460
XRX,378247,,nan,4-28,Free Cash Flow to Net Income,TTM,,6.71430
XRX,378247,,nan,4-3,Current Ratio,TTM,,1.81650
XRX,378247,,nan,4-4,Liabilities to Equity Ratio,TTM,,1.82430
XRX,378247,,nan,4-5,Debt to Assets Ratio,TTM,,0.34030
XRX,378247,,nan,4-12,"Earnings per Share, Basic",,,
XRX,378247,,nan,4-13,"Earnings per Share, Diluted",,,
XRX,378247,,nan,4-17,Sales per Share,,,
XRX,378247,,nan,4-18,Book Value per Share,,,
XRX,378247,,nan,4-26,Free Cash Flow per Share,,,
XRX,378247,,nan,4-29,Dividends per Share,,,
XRX,378247,,nan,4-14,Price to Earnings Ratio,,,
XRX,378247,,nan,4-15,Price to Sales Ratio,,,
XRX,378247,,nan,4-16,Price to Book Value,,,
XRX,378247,,nan,4-27,Price to Free Cash Flow,,,
XRX,378247,,nan,4-11,Market Capitalisation,TTM,,7620280970
XRX,378247,,nan,4-20,Enterprise Value,TTM,,11722280970
XRX,378247,,nan,4-21,EV/EBITDA,TTM,,7.69
XRX,378247,,nan,4-22,EV/Sales,TTM,,1.17
XRX,378247,,nan,4-31,EV/FCF,TTM,,24.94
XRX,378247,,nan,4-23,Book to Market Value,TTM,,0.71
XRX,378247,,nan,4-24,Operating Income/EV,TTM,,0.08510
XRX,378247,,nan,4-30,Pietroski F-Score,,,
ORCL,257930,USD,nan,0-31,Last Closing Price,,2019-03-29,53.71
ORCL,257930,,nan,0-64,Common Shares Outstanding,,2018-12-14,3588919000
ORCL,257930,,nan,0-65,Preferred Shares Outstanding,,,
ORCL,257930,,2019.0,0-66,"Average Shares Outstanding, basic",TTM,2018-11-30,3948000000
ORCL,257930,,2019.0,0-67,"Average Shares Outstanding, diluted",TTM,2018-11-30,4050250000
ORCL,257930,USD,2019.0,1-1,Revenues,TTM,2018-11-30,39893000000
ORCL,257930,USD,2019.0,1-2,Cost of Goods Sold,TTM,2018-11-30,8149000000
ORCL,257930,USD,2019.0,1-4,Gross Profit,TTM,2018-11-30,31744000000
ORCL,257930,USD,2019.0,1-11,Operating Expenses,TTM,2018-11-30,17515000000
ORCL,257930,USD,2019.0,1-12,"Selling, General and Administrative",TTM,2018-11-30,9763000000
ORCL,257930,USD,2019.0,1-15,Research & Development Expenses,TTM,2018-11-30,6085000000
ORCL,257930,USD,2019.0,1-19,Operating Income (EBIT),TTM,2018-11-30,14229000000
ORCL,257930,USD,2019.0,1-21,"Interest Expense, net",TTM,2018-11-30,2129000000
ORCL,257930,USD,2019.0,1-28,Pretax Income (adjusted),TTM,2018-11-30,13339000000
ORCL,257930,USD,2019.0,1-43,Pretax Income,TTM,2018-11-30,12879000000
ORCL,257930,USD,2019.0,1-44,Income Taxes,TTM,2018-11-30,8814000000
ORCL,257930,USD,2019.0,1-49,Income from Continuing Operations,TTM,2018-11-30,4065000000
ORCL,257930,USD,2019.0,1-58,Net Income (common shareholders),TTM,2018-11-30,4065000000
ORCL,257930,USD,2019.0,2-1,Cash and Cash-equivalents,TTM,2018-11-30,49391000000
ORCL,257930,USD,2019.0,2-5,"Receivables, net",TTM,2018-11-30,3975000000
ORCL,257930,USD,2019.0,2-21,Total Current Assets,TTM,2018-11-30,56938000000
ORCL,257930,USD,2019.0,2-22,"Property, Plant and Equipment, net",TTM,2018-11-30,6003000000
ORCL,257930,USD,2019.0,2-41,Total Assets,TTM,2018-11-30,118318000000
ORCL,257930,USD,2019.0,2-43,Accounts payable,TTM,2018-11-30,587000000
ORCL,257930,USD,2019.0,2-47,Current Debt,TTM,2018-11-30,6477000000
ORCL,257930,USD,2019.0,2-57,Total Current Liabilities,TTM,2018-11-30,20315000000
ORCL,257930,USD,2019.0,2-58,Non-current Debt,TTM,2018-11-30,51561000000
ORCL,257930,USD,2019.0,2-73,Total Liabilities,TTM,2018-11-30,87263000000
ORCL,257930,USD,2019.0,2-74,Preferred Equity,TTM,2018-11-30,0
ORCL,257930,USD,2019.0,2-76,Common Stock,TTM,2018-11-30,27430000000
ORCL,257930,USD,2019.0,2-82,Equity before minorities,TTM,2018-11-30,30572000000
ORCL,257930,USD,2019.0,2-83,Minority Interest,TTM,2018-11-30,483000000
ORCL,257930,USD,2019.0,2-84,Total Equity,TTM,2018-11-30,31055000000
ORCL,257930,USD,2019.0,3-2,Depreciation & Amortisation,TTM,2018-11-30,2825000000
ORCL,257930,USD,2019.0,3-7,Change in Working Capital,TTM,2018-11-30,7467000000
ORCL,257930,USD,2019.0,3-13,Operating Cash Flow,TTM,2018-11-30,15238000000
ORCL,257930,USD,2019.0,3-14,Net Change in PP&E & Intangibles,TTM,2018-11-30,-1468000000
ORCL,257930,USD,2019.0,3-31,Investing Cash Flow,TTM,2018-11-30,7355000000
ORCL,257930,USD,2019.0,3-32,Dividends paid,TTM,2018-11-30,-3017000000
ORCL,257930,USD,2019.0,3-43,Financing Cash Flow,TTM,2018-11-30,-32835000000
ORCL,257930,USD,2019.0,3-46,Net Change in Cash,TTM,2018-11-30,-10486000000
ORCL,257930,,nan,4-11,Market Capitalisation,TTM,,192760839490
ORCL,257930,,nan,4-10,EBITDA,TTM,,17054000000
ORCL,257930,,nan,4-6,Total Debt,TTM,,58038000000
ORCL,257930,,nan,4-25,Free Cash Flow,TTM,,14239000000
ORCL,257930,,nan,4-0,Gross Margin,TTM,,0.79570
ORCL,257930,,nan,4-1,Operating Margin,TTM,,0.35670
ORCL,257930,,nan,4-2,Net Profit Margin,TTM,,0.10190
ORCL,257930,,nan,4-7,Return on Equity,TTM,,0.13090
ORCL,257930,,nan,4-9,Return on Assets,TTM,,0.03440
ORCL,257930,,nan,4-28,Free Cash Flow to Net Income,TTM,,3.50280
ORCL,257930,,nan,4-3,Current Ratio,TTM,,2.80280
ORCL,257930,,nan,4-4,Liabilities to Equity Ratio,TTM,,2.81000
ORCL,257930,,nan,4-5,Debt to Assets Ratio,TTM,,0.49050
ORCL,257930,,nan,4-12,"Earnings per Share, Basic",TTM,,1.03
ORCL,257930,,nan,4-13,"Earnings per Share, Diluted",TTM,,1.00
ORCL,257930,,nan,4-17,Sales per Share,TTM,,10.10
ORCL,257930,,nan,4-18,Book Value per Share,TTM,,7.74
ORCL,257930,,nan,4-26,Free Cash Flow per Share,TTM,,3.61
ORCL,257930,,nan,4-29,Dividends per Share,TTM,,0.76
ORCL,257930,,nan,4-14,Price to Earnings Ratio,TTM,,52.16
ORCL,257930,,nan,4-15,Price to Sales Ratio,TTM,,5.32
ORCL,257930,,nan,4-16,Price to Book Value,TTM,,6.83
ORCL,257930,,nan,4-27,Price to Free Cash Flow,TTM,,14.89
ORCL,257930,,nan,4-11,Market Capitalisation,TTM,,192760839490
ORCL,257930,,nan,4-20,Enterprise Value,TTM,,201890839490
ORCL,257930,,nan,4-21,EV/EBITDA,TTM,,11.84
ORCL,257930,,nan,4-22,EV/Sales,TTM,,5.06
ORCL,257930,,nan,4-31,EV/FCF,TTM,,14.18
ORCL,257930,,nan,4-23,Book to Market Value,TTM,,0.16
ORCL,257930,,nan,4-24,Operating Income/EV,TTM,,0.07050
ORCL,257930,,nan,4-30,Pietroski F-Score,TTM,,5.00
WIN,625612,USD,nan,0-31,Last Closing Price,,2019-03-29,0.30
WIN,625612,,nan,0-64,Common Shares Outstanding,,2018-11-06,42935942
WIN,625612,,nan,0-65,Preferred Shares Outstanding,,,
WIN,625612,,2018.0,0-66,"Average Shares Outstanding, basic",TTM,2018-09-30,74825000
WIN,625612,,2015.0,0-67,"Average Shares Outstanding, diluted",TTM,2015-09-30,597225000
WIN,625612,,nan,1-1,Revenues,,,
WIN,625612,,nan,1-2,Cost of Goods Sold,,,
WIN,625612,,nan,1-4,Gross Profit,,,
WIN,625612,,nan,1-11,Operating Expenses,,,
WIN,625612,,nan,1-12,"Selling, General and Administrative",,,
WIN,625612,,nan,1-15,Research & Development Expenses,,,
WIN,625612,,nan,1-19,Operating Income (EBIT),,,
WIN,625612,,nan,1-21,"Interest Expense, net",,,
WIN,625612,,nan,1-28,Pretax Income (adjusted),,,
WIN,625612,,nan,1-43,Pretax Income,,,
WIN,625612,,nan,1-44,Income Taxes,,,
WIN,625612,,nan,1-49,Income from Continuing Operations,,,
WIN,625612,,nan,1-58,Net Income (common shareholders),,,
WIN,625612,USD,2018.0,2-1,Cash and Cash-equivalents,TTM,2018-09-30,37300000
WIN,625612,USD,2018.0,2-5,"Receivables, net",TTM,2018-09-30,649000000
WIN,625612,USD,2018.0,2-21,Total Current Assets,TTM,2018-09-30,957600000
WIN,625612,USD,2018.0,2-22,"Property, Plant and Equipment, net",TTM,2018-09-30,5049200000
WIN,625612,USD,2018.0,2-41,Total Assets,TTM,2018-09-30,10710100000
WIN,625612,USD,2018.0,2-43,Accounts payable,TTM,2018-09-30,483400000
WIN,625612,USD,2018.0,2-47,Current Debt,TTM,2018-09-30,223900000
WIN,625612,USD,2018.0,2-57,Total Current Liabilities,TTM,2018-09-30,1374700000
WIN,625612,USD,2018.0,2-58,Non-current Debt,TTM,2018-09-30,10207800000
WIN,625612,USD,2018.0,2-73,Total Liabilities,TTM,2018-09-30,12071000000
WIN,625612,USD,2018.0,2-74,Preferred Equity,TTM,2018-09-30,0
WIN,625612,USD,2018.0,2-76,Common Stock,TTM,2018-09-30,0
WIN,625612,USD,2018.0,2-82,Equity before minorities,TTM,2018-09-30,-1360900000
WIN,625612,USD,2018.0,2-83,Minority Interest,TTM,2018-09-30,0
WIN,625612,USD,2018.0,2-84,Total Equity,TTM,2018-09-30,-1360900000
WIN,625612,,nan,3-2,Depreciation & Amortisation,,,
WIN,625612,,nan,3-7,Change in Working Capital,,,
WIN,625612,,nan,3-13,Operating Cash Flow,,,
WIN,625612,,nan,3-14,Net Change in PP&E & Intangibles,,,
WIN,625612,,nan,3-31,Investing Cash Flow,,,
WIN,625612,,nan,3-32,Dividends paid,,,
WIN,625612,,nan,3-43,Financing Cash Flow,,,
WIN,625612,,nan,3-46,Net Change in Cash,,,
WIN,625612,,nan,4-11,Market Capitalisation,TTM,,12880783
WIN,625612,,nan,4-10,EBITDA,,,
WIN,625612,,nan,4-6,Total Debt,TTM,,10431700000
WIN,625612,,nan,4-25,Free Cash Flow,,,
WIN,625612,,nan,4-0,Gross Margin,,,
WIN,625612,,nan,4-1,Operating Margin,,,
WIN,625612,,nan,4-2,Net Profit Margin,,,
WIN,625612,,nan,4-7,Return on Equity,,,
WIN,625612,,nan,4-9,Return on Assets,,,
WIN,625612,,nan,4-28,Free Cash Flow to Net Income,,,
WIN,625612,,nan,4-3,Current Ratio,TTM,,0.69660
WIN,625612,,nan,4-4,Liabilities to Equity Ratio,TTM,,-8.86990
WIN,625612,,nan,4-5,Debt to Assets Ratio,TTM,,0.97400
WIN,625612,,nan,4-12,"Earnings per Share, Basic",,,
WIN,625612,,nan,4-13,"Earnings per Share, Diluted",,,
WIN,625612,,nan,4-17,Sales per Share,,,
WIN,625612,,nan,4-18,Book Value per Share,TTM,,-18.19
WIN,625612,,nan,4-26,Free Cash Flow per Share,,,
WIN,625612,,nan,4-29,Dividends per Share,,,
WIN,625612,,nan,4-14,Price to Earnings Ratio,,,
WIN,625612,,nan,4-15,Price to Sales Ratio,,,
WIN,625612,,nan,4-16,Price to Book Value,TTM,,-0.02
WIN,625612,,nan,4-27,Price to Free Cash Flow,,,
WIN,625612,,nan,4-11,Market Capitalisation,TTM,,12880783
WIN,625612,,nan,4-20,Enterprise Value,TTM,,10407280783
WIN,625612,,nan,4-21,EV/EBITDA,,,
WIN,625612,,nan,4-22,EV/Sales,,,
WIN,625612,,nan,4-31,EV/FCF,,,
WIN,625612,,nan,4-23,Book to Market Value,TTM,,-105.65
WIN,625612,,nan,4-24,Operating Income/EV,,,
WIN,625612,,nan,4-30,Pietroski F-Score,,,
WMT,239962,USD,nan,0-31,Last Closing Price,,2019-03-29,97.53
WMT,239962,,nan,0-64,Common Shares Outstanding,,2018-11-28,2905260059
WMT,239962,,nan,0-65,Preferred Shares Outstanding,,,
WMT,239962,,2018.0,0-66,"Average Shares Outstanding, basic",TTM,2018-10-31,2944000000
WMT,239962,,2018.0,0-67,"Average Shares Outstanding, diluted",TTM,2018-10-31,2961000000
WMT,239962,USD,2018.0,1-1,Revenues,TTM,2018-10-31,511879000000
WMT,239962,USD,2018.0,1-2,Cost of Goods Sold,TTM,2018-10-31,383034000000
WMT,239962,USD,2018.0,1-4,Gross Profit,TTM,2018-10-31,128845000000
WMT,239962,USD,2018.0,1-11,Operating Expenses,TTM,2018-10-31,108488000000
WMT,239962,USD,2018.0,1-12,"Selling, General and Administrative",TTM,2018-10-31,108488000000
WMT,239962,USD,2018.0,1-15,Research & Development Expenses,TTM,2018-10-31,0
WMT,239962,USD,2018.0,1-19,Operating Income (EBIT),TTM,2018-10-31,20357000000
WMT,239962,USD,2018.0,1-21,"Interest Expense, net",TTM,2018-10-31,2023000000
WMT,239962,USD,2018.0,1-28,Pretax Income (adjusted),TTM,2018-10-31,9764000000
WMT,239962,USD,2018.0,1-43,Pretax Income,TTM,2018-10-31,8760000000
WMT,239962,USD,2018.0,1-44,Income Taxes,TTM,2018-10-31,3031000000
WMT,239962,USD,2018.0,1-49,Income from Continuing Operations,TTM,2018-10-31,5729000000
WMT,239962,USD,2018.0,1-58,Net Income (common shareholders),TTM,2018-10-31,5158000000
WMT,239962,USD,2018.0,2-1,Cash and Cash-equivalents,TTM,2018-10-31,9174000000
WMT,239962,USD,2018.0,2-5,"Receivables, net",TTM,2018-10-31,5785000000
WMT,239962,USD,2018.0,2-21,Total Current Assets,TTM,2018-10-31,69446000000
WMT,239962,USD,2018.0,2-22,"Property, Plant and Equipment, net",TTM,2018-10-31,104358000000
WMT,239962,USD,2018.0,2-41,Total Assets,TTM,2018-10-31,226583000000
WMT,239962,USD,2018.0,2-43,Accounts payable,TTM,2018-10-31,49729000000
WMT,239962,USD,2018.0,2-47,Current Debt,TTM,2018-10-31,11095000000
WMT,239962,USD,2018.0,2-57,Total Current Liabilities,TTM,2018-10-31,85751000000
WMT,239962,USD,2018.0,2-58,Non-current Debt,TTM,2018-10-31,49896000000
WMT,239962,USD,2018.0,2-73,Total Liabilities,TTM,2018-10-31,147114000000
WMT,239962,USD,2018.0,2-74,Preferred Equity,TTM,2018-10-31,0
WMT,239962,USD,2018.0,2-76,Common Stock,TTM,2018-10-31,291000000
WMT,239962,USD,2018.0,2-82,Equity before minorities,TTM,2018-10-31,71996000000
WMT,239962,USD,2018.0,2-83,Minority Interest,TTM,2018-10-31,7473000000
WMT,239962,USD,2018.0,2-84,Total Equity,TTM,2018-10-31,79469000000
WMT,239962,USD,2018.0,3-2,Depreciation & Amortisation,TTM,2018-10-31,10649000000
WMT,239962,USD,2018.0,3-7,Change in Working Capital,TTM,2018-10-31,1710000000
WMT,239962,USD,2018.0,3-13,Operating Cash Flow,TTM,2018-10-31,28585000000
WMT,239962,USD,2018.0,3-14,Net Change in PP&E & Intangibles,TTM,2018-10-31,-9772000000
WMT,239962,USD,2018.0,3-31,Investing Cash Flow,TTM,2018-10-31,-23760000000
WMT,239962,USD,2018.0,3-32,Dividends paid,TTM,2018-10-31,-6107000000
WMT,239962,USD,2018.0,3-43,Financing Cash Flow,TTM,2018-10-31,-2538000000
WMT,239962,USD,2018.0,3-46,Net Change in Cash,TTM,2018-10-31,1903000000
WMT,239962,,nan,4-11,Market Capitalisation,TTM,,283350013554
WMT,239962,,nan,4-10,EBITDA,TTM,,31006000000
WMT,239962,,nan,4-6,Total Debt,TTM,,60991000000
WMT,239962,,nan,4-25,Free Cash Flow,TTM,,19913000000
WMT,239962,,nan,4-0,Gross Margin,TTM,,0.25170
WMT,239962,,nan,4-1,Operating Margin,TTM,,0.03980
WMT,239962,,nan,4-2,Net Profit Margin,TTM,,0.01120
WMT,239962,,nan,4-7,Return on Equity,TTM,,0.07210
WMT,239962,,nan,4-9,Return on Assets,TTM,,0.02530
WMT,239962,,nan,4-28,Free Cash Flow to Net Income,TTM,,3.47580
WMT,239962,,nan,4-3,Current Ratio,TTM,,0.80990
WMT,239962,,nan,4-4,Liabilities to Equity Ratio,TTM,,1.85120
WMT,239962,,nan,4-5,Debt to Assets Ratio,TTM,,0.26920
WMT,239962,,nan,4-12,"Earnings per Share, Basic",TTM,,1.75
WMT,239962,,nan,4-13,"Earnings per Share, Diluted",TTM,,1.74
WMT,239962,,nan,4-17,Sales per Share,TTM,,173.87
WMT,239962,,nan,4-18,Book Value per Share,TTM,,24.46
WMT,239962,,nan,4-26,Free Cash Flow per Share,TTM,,6.76
WMT,239962,,nan,4-29,Dividends per Share,TTM,,2.07
WMT,239962,,nan,4-14,Price to Earnings Ratio,TTM,,55.67
WMT,239962,,nan,4-15,Price to Sales Ratio,TTM,,0.56
WMT,239962,,nan,4-16,Price to Book Value,TTM,,3.61
WMT,239962,,nan,4-27,Price to Free Cash Flow,TTM,,14.42
WMT,239962,,nan,4-11,Market Capitalisation,TTM,,283350013554
WMT,239962,,nan,4-20,Enterprise Value,TTM,,342640013554
WMT,239962,,nan,4-21,EV/EBITDA,TTM,,11.05
WMT,239962,,nan,4-22,EV/Sales,TTM,,0.67
WMT,239962,,nan,4-31,EV/FCF,TTM,,17.21
WMT,239962,,nan,4-23,Book to Market Value,TTM,,0.28
WMT,239962,,nan,4-24,Operating Income/EV,TTM,,0.05940
WMT,239962,,nan,4-30,Pietroski F-Score,TTM,,3.00
SHLD,100266,USD,nan,0-31,Last Closing Price,,2019-03-29,0.74
SHLD,100266,,nan,0-64,Common Shares Outstanding,,2018-12-07,109236080
SHLD,100266,,nan,0-65,Preferred Shares Outstanding,,,
SHLD,100266,,2018.0,0-66,"Average Shares Outstanding, basic",TTM,2018-11-30,108475000
SHLD,100266,,2018.0,0-67,"Average Shares Outstanding, diluted",TTM,2018-11-30,108475000
SHLD,100266,USD,2018.0,1-1,Revenues,TTM,2018-11-30,13465000000
SHLD,100266,USD,2018.0,1-2,Cost of Goods Sold,TTM,2018-11-30,10811000000
SHLD,100266,USD,2018.0,1-4,Gross Profit,TTM,2018-11-30,2654000000
SHLD,100266,USD,2018.0,1-11,Operating Expenses,TTM,2018-11-30,4593000000
SHLD,100266,USD,2018.0,1-12,"Selling, General and Administrative",TTM,2018-11-30,4322000000
SHLD,100266,USD,2018.0,1-15,Research & Development Expenses,TTM,2018-11-30,0
SHLD,100266,USD,2018.0,1-19,Operating Income (EBIT),TTM,2018-11-30,-1939000000
SHLD,100266,USD,2018.0,1-21,"Interest Expense, net",TTM,2018-11-30,684000000
SHLD,100266,USD,2018.0,1-28,Pretax Income (adjusted),TTM,2018-11-30,-2277000000
SHLD,100266,USD,2018.0,1-43,Pretax Income,TTM,2018-11-30,-2293000000
SHLD,100266,USD,2018.0,1-44,Income Taxes,TTM,2018-11-30,-589000000
SHLD,100266,USD,2018.0,1-49,Income from Continuing Operations,TTM,2018-11-30,-1704000000
SHLD,100266,USD,2018.0,1-58,Net Income (common shareholders),TTM,2018-11-30,-1704000000
SHLD,100266,USD,2018.0,2-1,Cash and Cash-equivalents,TTM,2018-11-30,526000000
SHLD,100266,USD,2018.0,2-5,"Receivables, net",TTM,2018-11-30,354000000
SHLD,100266,USD,2018.0,2-21,Total Current Assets,TTM,2018-11-30,3795000000
SHLD,100266,USD,2018.0,2-22,"Property, Plant and Equipment, net",TTM,2018-11-30,1495000000
SHLD,100266,USD,2018.0,2-41,Total Assets,TTM,2018-11-30,6677000000
SHLD,100266,USD,2018.0,2-43,Accounts payable,TTM,2018-11-30,102000000
SHLD,100266,USD,2018.0,2-47,Current Debt,TTM,2018-11-30,1447000000
SHLD,100266,USD,2018.0,2-57,Total Current Liabilities,TTM,2018-11-30,3448000000
SHLD,100266,USD,2018.0,2-58,Non-current Debt,TTM,2018-11-30,1779000000
SHLD,100266,USD,2018.0,2-73,Total Liabilities,TTM,2018-11-30,11988000000
SHLD,100266,USD,2018.0,2-74,Preferred Equity,TTM,2018-11-30,0
SHLD,100266,USD,2018.0,2-76,Common Stock,TTM,2018-11-30,0
SHLD,100266,USD,2018.0,2-82,Equity before minorities,TTM,2018-11-30,-5311000000
SHLD,100266,USD,2018.0,2-83,Minority Interest,TTM,2018-11-30,0
SHLD,100266,USD,2018.0,2-84,Total Equity,TTM,2018-11-30,-5311000000
SHLD,100266,USD,2018.0,3-2,Depreciation & Amortisation,TTM,2018-11-30,271000000
SHLD,100266,USD,2018.0,3-7,Change in Working Capital,TTM,2018-11-30,807000000
SHLD,100266,USD,2018.0,3-13,Operating Cash Flow,TTM,2018-11-30,-1064000000
SHLD,100266,USD,2018.0,3-14,Net Change in PP&E & Intangibles,TTM,2018-11-30,578000000
SHLD,100266,USD,2018.0,3-31,Investing Cash Flow,TTM,2018-11-30,578000000
SHLD,100266,USD,2018.0,3-32,Dividends paid,TTM,2018-11-30,0
SHLD,100266,USD,2018.0,3-43,Financing Cash Flow,TTM,2018-11-30,939000000
SHLD,100266,USD,2018.0,3-46,Net Change in Cash,TTM,2018-11-30,453000000
SHLD,100266,,nan,4-11,Market Capitalisation,TTM,,80834699
SHLD,100266,,nan,4-10,EBITDA,TTM,,-1668000000
SHLD,100266,,nan,4-6,Total Debt,TTM,,3226000000
SHLD,100266,,nan,4-25,Free Cash Flow,TTM,,306000000
SHLD,100266,,nan,4-0,Gross Margin,TTM,,0.19710
SHLD,100266,,nan,4-1,Operating Margin,TTM,,-0.14400
SHLD,100266,,nan,4-2,Net Profit Margin,TTM,,-0.12660
SHLD,100266,,nan,4-7,Return on Equity,TTM,,0.32080
SHLD,100266,,nan,4-9,Return on Assets,TTM,,-0.25520
SHLD,100266,,nan,4-28,Free Cash Flow to Net Income,TTM,,-0.17960
SHLD,100266,,nan,4-3,Current Ratio,TTM,,1.10060
SHLD,100266,,nan,4-4,Liabilities to Equity Ratio,TTM,,-2.25720
SHLD,100266,,nan,4-5,Debt to Assets Ratio,TTM,,0.48320
SHLD,100266,,nan,4-12,"Earnings per Share, Basic",TTM,,-15.71
SHLD,100266,,nan,4-13,"Earnings per Share, Diluted",TTM,,-15.71
SHLD,100266,,nan,4-17,Sales per Share,TTM,,124.13
SHLD,100266,,nan,4-18,Book Value per Share,TTM,,-48.96
SHLD,100266,,nan,4-26,Free Cash Flow per Share,TTM,,2.82
SHLD,100266,,nan,4-29,Dividends per Share,TTM,,0.00
SHLD,100266,,nan,4-14,Price to Earnings Ratio,TTM,,-0.05
SHLD,100266,,nan,4-15,Price to Sales Ratio,TTM,,0.01
SHLD,100266,,nan,4-16,Price to Book Value,TTM,,-0.02
SHLD,100266,,nan,4-27,Price to Free Cash Flow,TTM,,0.26
SHLD,100266,,nan,4-11,Market Capitalisation,TTM,,80834699
SHLD,100266,,nan,4-20,Enterprise Value,TTM,,2780834699
SHLD,100266,,nan,4-21,EV/EBITDA,TTM,,-1.67
SHLD,100266,,nan,4-22,EV/Sales,TTM,,0.21
SHLD,100266,,nan,4-31,EV/FCF,TTM,,9.09
SHLD,100266,,nan,4-23,Book to Market Value,TTM,,-65.70
SHLD,100266,,nan,4-24,Operating Income/EV,TTM,,-0.69730
SHLD,100266,,nan,4-30,Pietroski F-Score,TTM,,2.00
VZ,101219,USD,nan,0-31,Last Closing Price,,2019-03-29,59.13
VZ,101219,,nan,0-64,Common Shares Outstanding,,2019-01-31,4132045883
VZ,101219,,nan,0-65,Preferred Shares Outstanding,,,
VZ,101219,,2018.0,0-66,"Average Shares Outstanding, basic",TTM,2018-12-31,4128000000
